Type,Volume,Energy,Periodic Boundary Conditions,a_x,a_y,a_z,b_x,b_y,b_z,c_x,c_y,c_z,Model,v0,e0,Bulk_Modulus_GPa
Interpolated,16.332264529058122,-11.683963364554188,,,,,,,,,,,,,,
Interpolated,16.354108216432873,-11.688734491174285,,,,,,,,,,,,,,
Interpolated,16.37595190380762,-11.693453328058391,,,,,,,,,,,,,,
Interpolated,16.397795591182373,-11.698120179128225,,,,,,,,,,,,,,
Interpolated,16.41963927855712,-11.702735348305493,,,,,,,,,,,,,,
Interpolated,16.44148296593187,-11.707299139511905,,,,,,,,,,,,,,
Interpolated,16.46332665330662,-11.711811856669168,,,,,,,,,,,,,,
Interpolated,16.48517034068137,-11.716273803699,,,,,,,,,,,,,,
Interpolated,16.50701402805612,-11.720685284523098,,,,,,,,,,,,,,
Interpolated,16.528857715430867,-11.725046603063179,,,,,,,,,,,,,,
Interpolated,16.55070140280562,-11.729358063240953,,,,,,,,,,,,,,
Interpolated,16.57254509018037,-11.73361996897813,,,,,,,,,,,,,,
